i	j	confidence	interest	lift	std_lift
('History of appendectomy', 'Malignant neoplasm of breast (disorder)')	Appendicitis	0.9991721854304636	0.9525809406072205	21.445492371390895	0.9991714995857498
('Metastasis from malignant tumor of prostate (disorder)', 'Hyperlipidemia')	Neoplasm of prostate	0.9991680532445923	0.9741554838972136	39.94663800299678	0.9991673605328893
('Recurrent rectal polyp', 'Hyperlipidemia')	Polyp of colon	0.9991657397107898	0.9252294693255544	13.513878026370087	0.9991656236962871
('Osteoarthritis of hip', 'Carcinoma in situ of prostate (disorder)')	Neoplasm of prostate	0.9991496598639455	0.9741370905165668	39.94590263749348	0.9991489361702128
('Sinusitis (disorder)', 'History of myocardial infarction (situation)')	Myocardial Infarction	0.9991341991341991	0.9778207325686631	46.87807101026945	0.9991334488734834
('Non-small cell lung cancer (disorder)', 'Neoplasm of prostate')	Non-small cell carcinoma of lung  TNM stage 1 (disorder)	0.9991273996509599	0.9881156146999673	90.73255644725495	0.9991271457666571
('Epilepsy', 'Concussion with no loss of consciousness')	Seizure disorder	0.999124343257443	0.9622430272683693	27.090257396277245	0.9991235758106923
('Non-small cell lung cancer (disorder)', 'Coronary Heart Disease')	Non-small cell carcinoma of lung  TNM stage 1 (disorder)	0.9991158267020336	0.988104041751041	90.7315054869449	0.9991150442477876
('Sprain of ankle', 'Chronic kidney disease stage 1 (disorder)')	Hypertriglyceridemia (disorder)	0.9991146525011066	0.9334672404044704	15.21940653243665	0.9991142604074402
('Body mass index 30+ - obesity (finding)', 'Chronic kidney disease stage 2 (disorder)')	Hypertriglyceridemia (disorder)	0.9991142604074402	0.933466848310804	15.21940055971581	0.9991134751773051
('Neuropathy due to type 2 diabetes mellitus (disorder)', 'Drug overdose')	Hypertriglyceridemia (disorder)	0.9991039426523297	0.9334565305556934	15.21924339045687	0.9991031390134528
('Sinusitis (disorder)', 'History of single seizure (situation)')	Seizure disorder	0.9991015274034142	0.9622202114143404	27.089638767212175	0.9991011235955055
('Non-small cell lung cancer (disorder)', 'Carcinoma in situ of prostate (disorder)')	Non-small cell carcinoma of lung  TNM stage 1 (disorder)	0.9991001799640072	0.9880883950130147	90.73008457851851	0.9990999099909992
('Fracture of rib', 'Pathological fracture due to osteoporosis (disorder)')	Osteoporosis (disorder)	0.999096657633243	0.9513236349945957	20.91340682356149	0.9990958408679927
('Recurrent rectal polyp', 'Localized  primary osteoarthritis of the hand')	Polyp of colon	0.9990942028985508	0.9251579325133154	13.512910479429102	0.9990933816863102
('Acute bronchitis (disorder)', 'Diabetic renal disease (disorder)')	Hypertriglyceridemia (disorder)	0.9990894605053494	0.9334420484087131	15.219022785462434	0.9990893568582812
('Hyperglycemia (disorder)', 'Acute bronchitis (disorder)')	Metabolic syndrome X (disorder)	0.9990817263544536	0.9348139189151277	15.54560154082849	0.9990813045475424
('Recurrent rectal polyp', 'Fracture of ankle')	Polyp of colon	0.9990740740740741	0.9251378036888387	13.512638233826616	0.999073215940686
('Atrial Fibrillation', 'Chronic kidney disease stage 1 (disorder)')	Diabetic renal disease (disorder)	0.9990662931839402	0.9691685238759541	33.41608141036375	0.9990658570761327
('Diabetic retinopathy associated with type II diabetes mellitus (disorder)', 'Miscarriage in first trimester')	Metabolic syndrome X (disorder)	0.9990574929311969	0.934789685491871	15.545224471433686	0.999056603773585
('Diabetic renal disease (disorder)', 'Laceration of hand')	Hypertriglyceridemia (disorder)	0.9990574929311969	0.9334100808345607	15.218535826827942	0.9990566037735849
('Metabolic syndrome X (disorder)', 'Smokes tobacco daily')	Diabetes	0.9990448901623686	0.9322623493746204	14.959671770164984	0.9990439770554492
('Sinusitis (disorder)', 'Diabetic renal disease (disorder)')	Hypertriglyceridemia (disorder)	0.9990328820116054	0.9333854699149692	15.218160931324746	0.9990324141267538
('Chronic kidney disease stage 1 (disorder)', 'Miscarriage in first trimester')	Diabetic renal disease (disorder)	0.999031007751938	0.9691332384439518	33.41490120753194	0.9990300678952475
('Chronic kidney disease stage 1 (disorder)', 'Miscarriage in first trimester')	Metabolic syndrome X (disorder)	0.999031007751938	0.9347632003126121	15.544812364963677	0.9990300678952473
('Recurrent rectal polyp', 'Fracture subluxation of wrist')	Polyp of colon	0.9990224828934506	0.9250862125082152	13.511940454775079	0.9990215264187867
('Diabetic renal disease (disorder)', 'Sprain of ankle')	Hypertriglyceridemia (disorder)	0.9990183246073299	0.9333709125106936	15.21793917994399	0.9990180032733226
('Hyperlipidemia', 'Chronic kidney disease stage 1 (disorder)')	Hypertriglyceridemia (disorder)	0.9990031566705433	0.933355744573907	15.217708128386858	0.9990029910269194
('Neuropathy due to type 2 diabetes mellitus (disorder)', 'Hyperlipidemia')	Hypertriglyceridemia (disorder)	0.9989420228523064	0.9332946107556701	15.21677688347888	0.998941798941799
('Anemia (disorder)', 'Seizure disorder')	History of single seizure (situation)	0.9989195029713668	0.962038186982293	27.08470335677017	0.9989193570174253
('Chronic kidney disease stage 1 (disorder)', 'Viral sinusitis (disorder)')	Diabetes	0.9989189189189189	0.9321363781311707	14.957785480096296	0.9989186266558528
('Polyp of colon', 'Carcinoma in situ of prostate (disorder)')	Neoplasm of prostate	0.9988970588235294	0.9738844894761507	39.93580367337236	0.9988968560397132
('Chronic kidney disease stage 1 (disorder)', 'Acute viral pharyngitis (disorder)')	Diabetic renal disease (disorder)	0.9988966531813167	0.9689988838733306	33.4104074083713	0.9988962472406183
('Prediabetes', 'Primary malignant neoplasm of colon')	Polyp of colon	0.9988814317673378	0.9249451613821024	13.510032715510198	0.9988808058198098
('Miscarriage in first trimester', 'Seizure disorder')	History of single seizure (situation)	0.998869289914066	0.9619879739249922	27.083341879936867	0.9988690341551684
('Neuropathy due to type 2 diabetes mellitus (disorder)', 'Miscarriage in first trimester')	Hypertriglyceridemia (disorder)	0.9988660524450744	0.9332186403484382	15.215619634399204	0.9988658916926567
('Polyp of colon', 'Rupture of appendix')	Appendicitis	0.9988603988603989	0.9522691540371558	21.43880041518222	0.9988597491448118
('Body mass index 30+ - obesity (finding)', 'Primary malignant neoplasm of colon')	Polyp of colon	0.9988479262672811	0.9249116558820457	13.509579548209736	0.9988472622478386
('History of myocardial infarction (situation)', 'Chronic kidney disease stage 1 (disorder)')	Diabetic renal disease (disorder)	0.9988392338943702	0.9689414645863841	33.40848688760084	0.9988385598141697
('Prediabetes', 'Blighted ovum')	Normal pregnancy	0.9988387524883875	0.8214079443700577	5.629455014499259	0.9988385598141696
('History of single seizure (situation)', 'Osteoporosis (disorder)')	Seizure disorder	0.9988385598141696	0.9619572438250958	27.082508664009715	0.99883788495061
('Hyperlipidemia', 'Chronic kidney disease stage 1 (disorder)')	Diabetes	0.9988370161156338	0.9320544753278855	14.956559069685445	0.998836822864739
('History of appendectomy', 'Neuropathy due to type 2 diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.998825601879037	0.9331781897824007	15.215003455257552	0.9988249118683902
"('Appendicitis', ""Alzheimer's disease (disorder)"")"	History of appendectomy	0.9988253719655442	0.9522341271423012	21.43804862383199	0.9988249118683901
('Neuropathy due to type 2 diabetes mellitus (disorder)', 'Prediabetes')	Hypertriglyceridemia (disorder)	0.998816768086545	0.9331693559899087	15.2148688910423	0.9988167014143235
('Hyperglycemia (disorder)', 'Hyperlipidemia')	Hypertriglyceridemia (disorder)	0.9988023952095808	0.9331549831129445	15.214649950546322	0.9988020365378857
('Hyperglycemia (disorder)', 'Hyperlipidemia')	Diabetes	0.9988023952095808	0.9320198544218325	14.956040657153599	0.9988020365378856
('Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)', 'Chronic kidney disease stage 1 (disorder)')	Hypertriglyceridemia (disorder)	0.9987961476725522	0.9331487355759159	15.214554782483651	0.9987956643918107
('Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)', 'Chronic kidney disease stage 1 (disorder)')	Metabolic syndrome X (disorder)	0.9987961476725522	0.9345283402332263	15.541157968015291	0.9987956643918106
('Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)', 'Chronic kidney disease stage 1 (disorder)')	Diabetes	0.9987961476725522	0.932013606884804	14.95594710669932	0.9987956643918106
('Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)', 'Chronic kidney disease stage 1 (disorder)')	Diabetic retinopathy associated with type II diabetes mellitus (disorder)	0.9987961476725522	0.9811247682925018	56.52055372655933	0.9987956643918104
('Prediabetes', 'Fetus with unknown complication')	Normal pregnancy	0.9987911349899261	0.8213603268715963	5.629186642287204	0.9987909725953787
('Chronic kidney disease stage 1 (disorder)', 'Stroke')	Hypertriglyceridemia (disorder)	0.9987900786448881	0.9331426665482518	15.214462333635018	0.9987893462469735
('Chronic kidney disease stage 1 (disorder)', 'Chronic sinusitis (disorder)')	Diabetic renal disease (disorder)	0.9987647785424387	0.9688670092344526	33.40599655625991	0.9987645605365338
('Sinusitis (disorder)', 'Carcinoma in situ of prostate (disorder)')	Neoplasm of prostate	0.9987639060568603	0.9737513367094816	39.930480239189336	0.9987631416202845
('Non-small cell carcinoma of lung  TNM stage 1 (disorder)', 'Chronic sinusitis (disorder)')	Suspected lung cancer (situation)	0.9987421383647799	0.9857693624481678	76.98754258800194	0.9987418218419729
('Non-small cell carcinoma of lung  TNM stage 1 (disorder)', 'Chronic sinusitis (disorder)')	Non-small cell lung cancer (disorder)	0.9987421383647799	0.9877268979230991	90.66911826868679	0.9987418218419729
('Prediabetes', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9987406674462534	0.9330932553496172	15.213709658136372	0.9987405541561714
('History of appendectomy', 'Sinusitis (disorder)')	Appendicitis	0.9987409505823104	0.9521497057590673	21.436236665736555	0.9987405541561712
('Anemia (disorder)', 'Chronic kidney disease stage 1 (disorder)')	Diabetes	0.998738671400542	0.9319561306127937	14.955086458521933	0.9987386124737211
('History of appendectomy', 'Fracture of ankle')	Appendicitis	0.9987285441830897	0.9521372993598466	21.435970383964783	0.9987277353689569
('Smokes tobacco daily', 'Carcinoma in situ of prostate (disorder)')	Neoplasm of prostate	0.9987120515179393	0.9736994821705606	39.92840709995279	0.9987118145012883
('Drug overdose', 'Recurrent rectal polyp')	Polyp of colon	0.9987080103359173	0.9247717399506818	13.507687162637204	0.9987071751777634
('Chronic kidney disease stage 2 (disorder)', 'Metabolic syndrome X (disorder)')	Diabetic renal disease (disorder)	0.998701579744644	0.9688038104366579	33.40388272639041	0.9987012987012989
('Acute viral pharyngitis (disorder)', 'Appendicitis')	History of appendectomy	0.9986984250943641	0.9521071802711211	21.435323930133386	0.9986982556625879
('Hypertension', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9986905638759309	0.9330431517792946	15.212946435813931	0.9986904567032248
('Chronic kidney disease stage 2 (disorder)', 'Chronic sinusitis (disorder)')	Diabetic renal disease (disorder)	0.9986693280106453	0.9687715587026592	33.40280399260038	0.9986684420772303
('Acute bronchitis (disorder)', 'Chronic kidney disease stage 1 (disorder)')	Hypertriglyceridemia (disorder)	0.9986642495945044	0.9330168374978681	15.212545593182272	0.9986641221374047
('Recurrent rectal polyp', 'Malignant tumor of colon')	Polyp of colon	0.9986571172784243	0.9247208468931889	13.506998825813778	0.9986569168780779
('Chronic kidney disease stage 1 (disorder)', 'Viral sinusitis (disorder)')	Hypertriglyceridemia (disorder)	0.9986486486486487	0.9330012365520124	15.21230794564435	0.9986482833198163
('Anemia (disorder)', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9986433079690911	0.9329958958724548	15.212226591644441	0.9986432279377065
('Chronic intractable migraine without aura', 'History of single seizure (situation)')	Seizure disorder	0.9986431478968792	0.9617618319078055	27.07721026529346	0.998642226748133
('Chronic intractable migraine without aura', 'Seizure disorder')	History of single seizure (situation)	0.9986431478968792	0.9617618319078055	27.07721026529346	0.998642226748133
('Neuropathy due to type 2 diabetes mellitus (disorder)', 'Cardiac Arrest')	Hypertriglyceridemia (disorder)	0.9986273164035689	0.9329799043069327	15.211982993838962	0.9986263736263736
('Sprain of ankle', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9986187845303868	0.9329713724337505	15.211853028728234	0.9986178299930891
('Recurrent rectal polyp', 'Acute bacterial sinusitis (disorder)')	Polyp of colon	0.9986178299930891	0.9246815596078537	13.506467458933484	0.9986168741355463
('Appendicitis', 'Carcinoma in situ of prostate (disorder)')	Neoplasm of prostate	0.9986155976003692	0.9736030282529905	39.92455088205568	0.9986149584487535
('History of appendectomy', 'Carcinoma in situ of prostate (disorder)')	Neoplasm of prostate	0.9986155976003692	0.9736030282529905	39.92455088205568	0.9986149584487535
('Acute viral pharyngitis (disorder)', 'Diabetic renal disease (disorder)')	Hypertriglyceridemia (disorder)	0.9986146386515816	0.9329672265549454	15.21178987500027	0.9986143187066975
('Protracted diarrhea', 'Viral sinusitis (disorder)')	Bleeding from anus	0.99860529986053	0.9947852549045961	261.41192351921137	0.9986048133937915
('Chronic kidney disease stage 1 (disorder)', 'Metabolic syndrome X (disorder)')	Hypertriglyceridemia (disorder)	0.9985991594956974	0.9329517473990612	15.211554082675944	0.9985988791032826
('Chronic kidney disease stage 1 (disorder)', 'Metabolic syndrome X (disorder)')	Diabetes	0.9985991594956974	0.9318166187079492	14.952997410947539	0.9985988791032826
('Hypertension', 'Recurrent rectal polyp')	Polyp of colon	0.9985920450545582	0.9246557746693228	13.506118713474772	0.998591879840413
('Normal pregnancy', 'Epilepsy')	Seizure disorder	0.9985538684020245	0.9616725524129508	27.074789541074153	0.9985533453887884
('Normal pregnancy', 'Epilepsy')	History of single seizure (situation)	0.9985538684020245	0.9616725524129508	27.074789541074153	0.9985533453887884
('Body mass index 30+ - obesity (finding)', 'Myocardial Infarction')	History of myocardial infarction (situation)	0.9985363656834046	0.9772228991178686	46.850021445973745	0.9985362008782794
('Sprain of wrist', 'Diabetic renal disease (disorder)')	Hypertriglyceridemia (disorder)	0.9985261606484893	0.932878748551853	15.210442099051965	0.9985250737463127
('Acute bronchitis (disorder)', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.998509131569139	0.9328617194725027	15.21018269690942	0.9985089463220675
('Anemia (disorder)', 'Chronic kidney disease stage 1 (disorder)')	Hypertriglyceridemia (disorder)	0.9985050920302719	0.9328576799336357	15.210121163046347	0.9985050221910768
('Prediabetes', 'Chronic kidney disease stage 1 (disorder)')	Diabetes	0.9985049124305853	0.931722371642837	14.951586157886476	0.9985048059807761
('Diabetic renal disease (disorder)', 'Acute bacterial sinusitis (disorder)')	Hypertriglyceridemia (disorder)	0.9985037406483791	0.9328563285517428	15.210100577590659	0.9985029940119762
('Diabetic renal disease (disorder)', 'Acute bacterial sinusitis (disorder)')	Diabetes	0.9985037406483791	0.9317211998606308	14.951568611650703	0.998502994011976
('Hyperglycemia (disorder)', 'Coronary Heart Disease')	Metabolic syndrome X (disorder)	0.9985022466300549	0.934234439190729	15.53658490018853	0.9985014985014985
('Anemia (disorder)', 'Blighted ovum')	Normal pregnancy	0.9984992496248124	0.8210684415064826	5.6275415764262675	0.9984989993328884
('Neuropathy due to type 2 diabetes mellitus (disorder)', 'Anemia (disorder)')	Hypertriglyceridemia (disorder)	0.9984953823804088	0.9328479702837725	15.209973256989535	0.9984953043117314
('Prediabetes', 'Carcinoma in situ of prostate (disorder)')	Neoplasm of prostate	0.9984693877551021	0.9734568184077234	39.918705427187106	0.9984692761863111
('Bleeding from anus', 'Acute viral pharyngitis (disorder)')	Protracted diarrhea	0.9984615384615385	0.9946414935056046	261.37429008802144	0.9984603541185527
('Protracted diarrhea', 'Acute viral pharyngitis (disorder)')	Bleeding from anus	0.9984615384615385	0.9946414935056046	261.37429008802144	0.9984603541185527
('Fetus with unknown complication', 'Concussion with no loss of consciousness')	Normal pregnancy	0.9984202211690363	0.8209894130507065	5.627096172064904	0.9984193888303475
('Neuropathy due to type 2 diabetes mellitus (disorder)', 'Appendicitis')	Hypertriglyceridemia (disorder)	0.9983922829581994	0.9327448708615631	15.208402754529246	0.998390989541432
('Metabolic syndrome X (disorder)', 'Osteoarthritis of knee')	Diabetes	0.9983831851253031	0.9316006443375549	14.949763416435697	0.9983818770226536
('Pathological fracture due to osteoporosis (disorder)', 'Closed fracture of hip')	Osteoporosis (disorder)	0.9983775013520823	0.950604478713435	20.89835321712339	0.9983766233766234
('Smokes tobacco daily', 'Chronic kidney disease stage 1 (disorder)')	Diabetic renal disease (disorder)	0.9983651226158038	0.9684673533078176	33.392629140031694	0.9983642311886588
('Chronic kidney disease stage 1 (disorder)', 'Osteoporosis (disorder)')	Diabetic renal disease (disorder)	0.9983606557377049	0.9684628864297188	33.392479734968965	0.9983602077070238
('Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Metabolic syndrome X (disorder)	0.9983457402812241	0.9340779328418982	15.534149678651238	0.9983443708609272
('Sinusitis (disorder)', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9983457402812241	0.9326983281845879	15.207693774913922	0.9983443708609272
('Streptococcal sore throat (disorder)', 'Blighted ovum')	Miscarriage in first trimester	0.9983434566537824	0.8239327473970413	5.7240949303415265	0.9983425414364641
('Streptococcal sore throat (disorder)', 'Blighted ovum')	Normal pregnancy	0.9983434566537824	0.8209126485354526	5.626663527271884	0.998342541436464
('Fetus with unknown complication', 'Blighted ovum')	Normal pregnancy	0.9982738780207134	0.8208430699023836	5.626271382109458	0.998273381294964
('Recurrent rectal polyp', 'Fracture of clavicle')	Polyp of colon	0.9982409850483729	0.9243047146631375	13.501370570183852	0.9982394366197184
('History of appendectomy', 'Localized  primary osteoarthritis of the hand')	Appendicitis	0.9982014388489209	0.9516101940256778	21.42465698514557	0.9982003599280144
('Acute bronchitis (disorder)', 'Myocardial Infarction')	History of myocardial infarction (situation)	0.9982004869270668	0.9768870203615307	46.83426245363408	0.9982002964217658
('Chronic kidney disease stage 1 (disorder)', 'Hypertriglyceridemia (disorder)')	Metabolic syndrome X (disorder)	0.9981996399279855	0.9339318324886596	15.531876373258386	0.9981992797118848
('Appendicitis', 'Chronic congestive heart failure (disorder)')	History of appendectomy	0.9981851179673321	0.951593873144089	21.42430668582108	0.9981846473029045
('Neuropathy due to type 2 diabetes mellitus (disorder)', 'Normal pregnancy')	Hypertriglyceridemia (disorder)	0.9981818181818182	0.9325344060851819	15.20519676712381	0.9981807155852032
('Miscarriage in first trimester', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.998179335457442	0.9325319233608057	15.205158948049199	0.9981789210106989
('Whiplash injury to neck', 'Carcinoma in situ of prostate (disorder)')	Neoplasm of prostate	0.998158379373849	0.9731458100264703	39.90627134346968	0.9981566820276497
('Chronic kidney disease stage 2 (disorder)', 'Acute viral pharyngitis (disorder)')	Diabetic renal disease (disorder)	0.9981447124304267	0.9682469431224405	33.3852570119272	0.9981435643564358
('Normal pregnancy', 'Chronic kidney disease stage 1 (disorder)')	Hypertriglyceridemia (disorder)	0.9981360671015843	0.932488655004948	15.204499845816898	0.9981351981351981
"('History of cardiac arrest (situation)', ""Alzheimer's disease (disorder)"")"	Cardiac Arrest	0.9981343283582089	0.9608521754492905	26.772443393939312	0.9981325863678805
('History of appendectomy', 'Coronary Heart Disease')	Appendicitis	0.9981251464729318	0.9515339016496888	21.423019502045936	0.9981247069854665
('Appendicitis', 'Coronary Heart Disease')	History of appendectomy	0.9981251464729318	0.9515339016496888	21.423019502045936	0.9981247069854665
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	Metabolic syndrome X (disorder)	0.9981204613413072	0.9338526539019812	15.530644363176929	0.9981203007518797
Metabolic syndrome X (disorder)	Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	0.15704012366422473	0.14692849403753866	15.530644363176929	0.9981203007518797
('Chronic kidney disease stage 1 (disorder)', 'Hyperlipidemia')	Diabetic renal disease (disorder)	0.9980916030534351	0.968193833745449	33.38348064605707	0.9980906921241051
"('Chronic kidney disease stage 1 (disorder)', ""Alzheimer's disease (disorder)"")"	Diabetic renal disease (disorder)	0.9980694980694981	0.9681717287615119	33.38274129377599	0.9980676328502416
"('Chronic kidney disease stage 1 (disorder)', ""Alzheimer's disease (disorder)"")"	Metabolic syndrome X (disorder)	0.9980694980694981	0.9338016906301722	15.529851380284876	0.9980676328502416
('Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)', 'Chronic sinusitis (disorder)')	Diabetic retinopathy associated with type II diabetes mellitus (disorder)	0.9980638915779284	0.980392512197878	56.479116322105746	0.9980620155038759
('Atrial Fibrillation', 'Recurrent rectal polyp')	Polyp of colon	0.9980605120248255	0.9241242416395901	13.498929643388287	0.9980597594101669
('Appendicitis', 'Perennial allergic rhinitis with seasonal variation')	History of appendectomy	0.9980582524271845	0.9514670076039414	21.42158373775157	0.9980563654033042
('Recurrent rectal polyp', 'Streptococcal sore throat (disorder)')	Polyp of colon	0.998056743101438	0.9241204727162026	13.498878668090672	0.9980559875583204
('Osteoarthritis of knee', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9980519480519481	0.9324045359553118	15.203218469339904	0.9980506822612087
('Whiplash injury to neck', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9980392156862745	0.9323918035896382	15.203024518576774	0.9980372914622179
('Neuropathy due to type 2 diabetes mellitus (disorder)', 'Hypertension')	Hypertriglyceridemia (disorder)	0.9980293409240202	0.9323819288273839	15.202874097380585	0.998029197080292
('Seizure disorder', 'Diabetic renal disease (disorder)')	Hypertriglyceridemia (disorder)	0.9980139026812314	0.9323664905845951	15.202638928281061	0.9980119284294235
('History of appendectomy', 'Drug overdose')	Appendicitis	0.9980026631158455	0.9514114182926025	21.420390609910708	0.998001998001998
('Chronic sinusitis (disorder)', 'Chronic kidney disease stage 1 (disorder)')	Diabetic renal disease (disorder)	0.9980008884940027	0.9681031191860165	33.38044648793986	0.998000444345701
('Miscarriage in first trimester', 'Fetus with unknown complication')	Normal pregnancy	0.9979761181946974	0.8205453100763677	5.6245932077880205	0.9979757085020242
('Prediabetes', 'Overlapping malignant neoplasm of colon')	Polyp of colon	0.9979762205919555	0.92403995020672	13.497789588142995	0.9979757085020242
('Chronic kidney disease stage 1 (disorder)', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Diabetic renal disease (disorder)	0.9979716024340771	0.968073833126091	33.37946694797405	0.9979705733130391
('History of myocardial infarction (situation)', 'Acute bacterial sinusitis (disorder)')	Myocardial Infarction	0.9979494190020506	0.9766359524365146	46.82248267467395	0.9979480164158686
('Sinusitis (disorder)', 'Neuropathy due to type 2 diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.997946611909651	0.9322991998130147	15.201613895161989	0.9979452054794521
('Atrial Fibrillation', 'Carcinoma in situ of prostate (disorder)')	Neoplasm of prostate	0.9979436561793131	0.9729310868319344	39.89768673180689	0.9979432332373508
('Tubal pregnancy', 'Acute bacterial sinusitis (disorder)')	Miscarriage in first trimester	0.9979395604395604	0.8235288511828192	5.721779153885234	0.9979381443298968
('Acute viral pharyngitis (disorder)', 'Recurrent rectal polyp')	Polyp of colon	0.9979200369771204	0.923983766591885	13.497029695676925	0.9979195561719834
('Body mass index 30+ - obesity (finding)', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9979018044481746	0.9322543923515383	15.20093134789858	0.9979013641133263
Hypertriglyceridemia (disorder)	Diabetic retinopathy associated with type II diabetes mellitus (disorder)	0.2686203810927466	0.2509490017126962	15.200872287083468	0.9978978244927892
Diabetic retinopathy associated with type II diabetes mellitus (disorder)	Hypertriglyceridemia (disorder)	0.997897927258506	0.9322505151618697	15.200872287083467	0.9978978244927891
History of appendectomy	Rupture of appendix	0.29794374501696547	0.2840328033784755	21.417942275926777	0.9978884610607378
Rupture of appendix	History of appendectomy	0.9978885921877911	0.9512973473645481	21.417942275926777	0.9978884610607378
Hypertriglyceridemia (disorder)	Neuropathy due to type 2 diabetes mellitus (disorder)	0.35164227813454046	0.3285086318489338	15.200469212383775	0.9978713869594444
Neuropathy due to type 2 diabetes mellitus (disorder)	Hypertriglyceridemia (disorder)	0.9978714664475895	0.9322240543509532	15.200469212383773	0.9978713869594443
('Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)', 'Chronic sinusitis (disorder)')	Diabetic retinopathy associated with type II diabetes mellitus (disorder)	0.9978712080894092	0.9801998287093588	56.468212618191345	0.9978706414692573
('Appendicitis', 'Anemia (disorder)')	History of appendectomy	0.9978566325315551	0.951265387708312	21.417256317516408	0.9978565304372677
('Chronic kidney disease stage 1 (disorder)', 'Diabetes')	Metabolic syndrome X (disorder)	0.9978004399120176	0.9335326324726917	15.525664865010732	0.9978
('Prediabetes', 'Chronic kidney disease stage 1 (disorder)')	Hypertriglyceridemia (disorder)	0.9977929659689592	0.9321455538723229	15.199273422997365	0.9977928088287648
('Normal pregnancy', 'Diabetic renal disease (disorder)')	Hypertriglyceridemia (disorder)	0.997793468667255	0.9321460565706188	15.199281080546685	0.9977924944812362
('History of appendectomy', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9977744807121661	0.9321270686155299	15.19899183905974	0.9977728285077951
('Appendicitis', 'Diabetic retinopathy associated with type II diabetes mellitus (disorder)')	Hypertriglyceridemia (disorder)	0.9977744807121661	0.9321270686155299	15.19899183905974	0.9977728285077951
('History of appendectomy', 'Viral sinusitis (disorder)')	Appendicitis	0.9977716832362016	0.9511804384129585	21.41543302870591	0.997771619575465
('Seizure disorder', 'Chronic congestive heart failure (disorder)')	History of single seizure (situation)	0.9977678571428571	0.9608865411537834	27.053477631829907	0.9977666108319373
('Sinusitis (disorder)', 'Seizure disorder')	History of single seizure (situation)	0.9977568416330193	0.9608755256439455	27.05317895729668	0.9977558348294433
('Protracted diarrhea', 'Malignant tumor of colon')	Bleeding from anus	0.9976905311778291	0.9938704862218952	261.172458095832	0.99768875192604
('Hypertension', 'Chronic kidney disease stage 1 (disorder)')	Diabetic renal disease (disorder)	0.9976609376589037	0.9677631683509176	33.3690760465	0.9976608187134505
('Acute bronchitis (disorder)', 'Rupture of appendix')	History of appendectomy	0.9976418802075145	0.9510506353842715	21.412647032556215	0.9976415094339623
('Appendicitis', 'Chronic sinusitis (disorder)')	History of appendectomy	0.9976049591434207	0.9510137143201777	21.411854586159173	0.9976047904191617
('History of appendectomy', 'Chronic sinusitis (disorder)')	Appendicitis	0.9976049591434207	0.9510137143201777	21.411854586159173	0.9976047904191617
('Impacted molars', 'Appendicitis')	History of appendectomy	0.9976052001368457	0.9510139553136027	21.411859758663706	0.9976043805612594
('Appendicitis', 'Localized  primary osteoarthritis of the hand')	History of appendectomy	0.9976033553025764	0.9510121104793333	21.411820162506178	0.9976019184652277
('Chronic kidney disease stage 1 (disorder)', 'Diabetes')	Diabetic renal disease (disorder)	0.9976004799040192	0.9677027105960331	33.367053897146256	0.9976000000000002
('Chronic kidney disease stage 1 (disorder)', 'Hypertriglyceridemia (disorder)')	Diabetic renal disease (disorder)	0.9975995199039808	0.9677017505959946	33.36702178772603	0.9975990396158464
('Chronic kidney disease stage 1 (disorder)', 'Metabolic syndrome X (disorder)')	Diabetic renal disease (disorder)	0.9975985591354813	0.9677007898274952	33.366989652602854	0.9975980784627704
